WORD,FROM,TO,SPEAKER,SPOKEN_TIME,LABEL
that,361.4,361.81,0,0.41,1
they,362.04,362.28,0,0.24,1
really,362.28,362.66,0,0.38,1
good,362.66,362.96,0,0.3,1
people,363.12,363.77,0,0.65,1
%HESITATION,364.05,364.55,0,0.5,1
and,365.09,365.44,1,0.35,1
five,366.25,366.46,0,0.21,1
six,366.46,366.79,0,0.33,1
two,366.79,367.03,0,0.24,1
eight,367.13,367.37,0,0.24,1
my,368.18,368.33,1,0.15,1
other,368.33,368.5,1,0.17,1
people,368.5,368.78,1,0.28,1
you,368.78,368.89,1,0.11,1
trust,368.89,369.39,1,0.5,1
yeah,370.97,371.08,0,0.11,1
I,371.08,371.13,0,0.05,1
do,371.13,371.55,0,0.42,1
I,371.61,371.7,0,0.09,1
do,371.7,371.91,0,0.21,1
trust,371.91,372.29,0,0.38,1
them,372.29,372.47,0,0.18,1
yeah,372.5,372.87,0,0.37,1
so,374.19,374.55,1,0.36,1
when,374.95,375.26,1,0.31,1
we,375.26,375.71,1,0.45,1
start,376.3,376.71,1,0.41,1
to,376.71,376.87,1,0.16,1
think,376.87,377.19,1,0.32,1
about,377.19,377.7,1,0.51,1
how,378.21,378.52,1,0.31,1
we,378.52,378.74,1,0.22,1
can,378.74,379.32,1,0.58,1
look,379.83,380.16,1,0.33,1
to,380.16,380.41,1,0.25,1
support,380.41,380.89,1,0.48,1
you,380.89,381,1,0.11,1
betcha,381,381.39,1,0.39,1
from,381.39,381.58,1,0.19,1
the,381.58,381.66,1,0.08,1
practice,381.66,382.45,1,0.79,1
and,382.96,383.41,1,0.45,1
do,383.49,383.73,1,0.24,1
with,383.73,384.01,1,0.28,1
Ollie,384.22,384.61,1,0.39,1
on,384.61,384.79,1,0.18,1
set,384.79,385.12,1,0.33,1
to,385.15,385.34,1,0.19,1
set,385.34,385.59,1,0.25,1
the,385.59,385.7,1,0.11,1
future,385.7,386.08,1,0.38,1
holds,386.08,386.68,1,0.6,1
%HESITATION,387.07,387.51,1,0.44,1
they,387.54,387.81,1,0.27,1
they,387.81,388.01,1,0.2,1
are,388.01,388.16,1,0.15,1
people,388.16,388.56,1,0.4,1
%HESITATION,388.56,388.8,1,0.24,1
%HESITATION,388.92,389.35,1,0.43,1
that,389.38,389.53,1,0.15,1
you,389.53,389.66,1,0.13,1
would,389.66,389.81,1,0.15,1
like,389.81,390.1,1,0.29,1
to,390.1,390.3,1,0.2,1
be,390.3,390.45,1,0.15,1
part,390.45,390.83,1,0.38,1
of,390.83,390.96,1,0.13,1
that,390.96,391.35,1,0.39,1
%HESITATION,392.75,393.32,0,0.57,1
say,393.97,394.31,0,0.34,1
Jane,394.31,395.06,0,0.75,1
Jane,395.27,395.64,0,0.37,1
yes,395.64,396,0,0.36,1
and,396,396.22,0,0.22,1
and,396.22,396.52,0,0.3,1
my,396.52,396.67,0,0.15,1
sister,396.67,397.23,0,0.56,1
yeah,397.57,397.87,0,0.3,1
you,402.28,402.48,1,0.2,1
can,403.44,403.68,0,0.24,1
A.,403.68,403.98,0,0.3,1
sorry,405.44,405.77,1,0.33,1
I,405.77,405.82,1,0.05,1
didn't,405.82,406.06,1,0.24,1
quite,406.06,406.28,1,0.22,1
catch,406.28,406.53,1,0.25,1
that,406.53,406.7,1,0.17,1
my,407.38,407.53,0,0.15,1
sister,407.53,407.97,0,0.44,1
Jenny,407.97,408.55,0,0.58,1
okay,409.02,409.58,1,0.56,1
okay,409.77,410.25,1,0.48,1
so,410.78,410.97,1,0.19,1
your,410.97,411.15,1,0.18,1
sisters,411.15,411.58,1,0.43,1
called,411.58,411.84,1,0.26,1
Jenny,411.84,412.33,1,0.49,1
the,413.38,413.55,1,0.17,1
important,413.55,414.08,1,0.53,1
person,414.08,414.76,1,0.68,1
is,414.82,415.46,1,0.64,1
%HESITATION,415.62,416.14,1,0.52,1
seven,418.81,419.15,1,0.34,1
lady's,419.15,419.48,1,0.33,1
name,419.48,419.78,1,0.3,1
J.,420.04,420.45,0,0.41,1
J.,420.94,421.4,1,0.46,1
thank,421.71,422.01,0,0.3,1
you,422.01,422.07,0,0.06,1
I'm,422.21,422.45,0,0.24,1
I'm,422.45,422.62,0,0.17,1
pull,422.62,423.06,0,0.44,1
her,423.06,423.24,0,0.18,1
husband,423.24,423.92,0,0.68,1
I'm,424.05,424.29,1,0.24,1
pool,424.29,424.78,1,0.49,1
okay,424.81,425.33,1,0.52,1
so,425.33,425.57,1,0.24,1
those,425.57,425.85,1,0.28,1
are,425.85,425.93,1,0.08,1
three,425.93,426.29,1,0.36,1
key,426.29,426.58,1,0.29,1
people,426.58,427.02,1,0.44,1
Jenny,427.02,427.58,1,0.56,1
Jane,427.84,428.19,1,0.35,1
and,428.19,428.45,1,0.26,1
pull,428.45,429,1,0.55,1
you,429.33,429.66,1,0.33,1
you,429.79,430,1,0.21,1
have,430,430.19,1,0.19,1
a,430.19,430.27,1,0.08,1
brother,430.27,430.63,1,0.36,1
but,430.63,430.88,1,0.25,1
he,430.91,431.15,1,0.24,1
seems,431.15,431.57,1,0.42,1
like,431.57,431.77,1,0.2,1
he's,431.77,431.94,1,0.17,1
a,431.94,432.02,1,0.08,1
bit,432.02,432.28,1,0.26,1
on,432.28,432.42,1,0.14,1
the,432.42,432.57,1,0.15,1
edge,432.57,432.95,1,0.38,1
of,432.95,433.12,1,0.17,1
things,433.12,433.59,1,0.47,1
is,433.62,433.76,1,0.14,1
that,433.76,433.96,1,0.2,1
right,433.96,434.26,1,0.3,1
yes,435.7,436.21,0,0.51,1
we,436.21,436.46,0,0.25,1
were,436.46,436.69,0,0.23,1
very,436.69,437,0,0.31,1
close,437,437.44,0,0.44,1
that,437.44,437.6,0,0.16,1
one,437.6,437.77,0,0.17,1
not,437.77,437.99,0,0.22,1
anymore,438.02,438.57,0,0.55,1
okay,439.26,439.69,1,0.43,1
thank,440.06,440.34,0,0.28,1
went,440.34,440.59,0,0.25,1
wrong,440.59,441.06,0,0.47,1
%HESITATION,441.59,441.81,1,0.22,1
to,441.81,442.01,1,0.2,1
%HESITATION,442.28,442.54,1,0.26,1
to,442.54,442.73,1,0.19,1
%HESITATION,443.36,443.95,1,0.59,1
well,444.14,444.31,1,0.17,1
that's,444.31,444.51,1,0.2,1
something,444.51,444.78,1,0.27,1
we,444.78,444.89,1,0.11,1
can,444.89,445.2,1,0.31,1
talk,445.23,445.55,1,0.32,1
about,445.55,445.9,1,0.35,1
in,445.9,446.02,1,0.12,1
the,446.02,446.1,1,0.08,1
future,446.1,446.53,1,0.43,1
together,446.53,446.97,1,0.44,1
I,446.97,447.09,1,0.12,1
imagine,447.09,447.51,1,0.42,1
you,447.51,447.61,1,0.1,1
prove,447.61,447.91,1,0.3,1
anything,448.06,448.46,1,0.4,1
you,448.46,448.63,1,0.17,1
do,448.63,448.79,1,0.16,1
to,448.79,448.95,1,0.16,1
help,448.95,449.29,1,0.34,1
that,449.29,449.65,1,0.36,1
but,450.23,450.36,1,0.13,1
I,450.36,450.42,1,0.06,1
guess,450.42,450.69,1,0.27,1
I'm,450.69,450.84,1,0.15,1
thinking,450.84,451.25,1,0.41,1
about,451.25,451.66,1,0.41,1
you,451.8,452.15,1,0.35,1
at,452.15,452.3,1,0.15,1
the,452.3,452.4,1,0.1,1
moment,452.4,453.05,1,0.65,1
%HESITATION,453.73,454.09,1,0.36,1
and,454.14,454.34,1,0.2,1
we,454.34,454.47,1,0.13,1
know,454.47,454.72,1,0.25,1
you,454.72,455,1,0.28,1
as,455.35,455.6,1,0.25,1
you,455.6,455.84,1,0.24,1
said,455.92,456.32,1,0.4,1
that,456.32,456.55,1,0.23,1
you've,456.61,456.87,1,0.26,1
now,456.87,457.13,1,0.26,1
got,457.13,457.28,1,0.15,1
a,457.28,457.33,1,0.05,1
proper,457.33,457.68,1,0.35,1
diagnosis,457.68,458.45,1,0.77,1
for,458.45,458.61,1,0.16,1
what's,458.61,458.87,1,0.26,1
going,458.87,459.12,1,0.25,1
on,459.12,459.45,1,0.33,1
%HESITATION,459.93,460.14,0,0.21,1
that's,460.68,461.36,1,0.68,1
%HESITATION,461.76,462.12,1,0.36,1
I.,462.12,462.2,1,0.08,1
dementia,462.2,462.79,1,0.59,1
code,462.79,463.08,1,0.29,1
out,463.08,463.27,1,0.19,1
time,463.27,463.56,1,0.29,1
is,463.56,463.85,1,0.29,1
yes,464.15,464.53,0,0.38,1
the,465.47,465.9,1,0.43,1
%HESITATION,466.27,466.7,1,0.43,1
%HESITATION,467.18,467.58,1,0.4,1
it's,467.58,467.9,1,0.32,1
meant,467.9,468.22,1,0.32,1
show,468.22,468.48,1,0.26,1
not,468.48,468.81,1,0.33,1
really,468.81,469.39,1,0.58,1
the,469.82,469.94,1,0.12,1
kind,469.94,470.27,1,0.33,1
of,470.27,470.47,1,0.2,1
outgoing,470.47,471.15,1,0.68,1
person,471.15,471.59,1,0.44,1
that,471.59,471.76,1,0.17,1
perhaps,471.76,472.12,1,0.36,1
you,472.12,472.26,1,0.14,1
are,472.26,472.39,1,0.13,1
before,472.39,473.1,1,0.71,1
%HESITATION,473.68,474.32,1,0.64,1
%HESITATION,474.4,474.67,1,0.27,1
that,474.67,474.78,1,0.11,1
you,474.78,474.98,1,0.2,1
might,475.11,475.34,1,0.23,1
reliance,475.34,476,1,0.66,1
on,476,476.17,1,0.17,1
people,476.17,476.79,1,0.62,1
%HESITATION,477.29,477.57,1,0.28,1
now,477.57,477.94,1,0.37,1
to,477.94,478.39,1,0.45,1
help,478.42,478.74,1,0.32,1
you,478.74,478.98,1,0.24,1
in,478.98,479.32,1,0.34,1
your,479.35,479.52,1,0.17,1
preference,479.52,480.04,1,0.52,1
really,480.04,480.34,1,0.3,1
used,480.34,480.54,1,0.2,1
to,480.54,480.7,1,0.16,1
it,480.7,480.9,1,0.2,1
used,480.9,481.11,1,0.21,1
to,481.11,481.21,1,0.1,1
be,481.21,481.35,1,0.14,1
a,481.35,481.45,1,0.1,1
high,481.45,481.76,1,0.31,1
%HESITATION,482.57,483.09,1,0.52,1
that's,483.15,483.39,0,0.24,1
my,483.39,483.58,0,0.19,1
huh,483.58,483.79,0,0.21,1
yes,483.79,484.5,0,0.71,1
I,484.6,484.65,0,0.05,1
think,484.65,484.89,0,0.24,1
yes,484.92,485.39,0,0.47,1
I,485.92,486.17,0,0.25,1
yes,486.23,486.59,0,0.36,1
I,486.59,486.64,0,0.05,1
do,486.64,487.14,0,0.5,1
I,487.22,487.33,0,0.11,1
G.,487.33,487.78,0,0.45,1
and,488.95,489.1,1,0.15,1
he,489.1,489.18,1,0.08,1
set,489.18,489.42,1,0.24,1
the,489.42,489.5,1,0.08,1
place,489.5,489.84,1,0.34,1
really,489.84,490.18,1,0.34,1
that,490.18,490.44,1,0.26,1
that,490.44,490.7,1,0.26,1
that,490.73,491.04,1,0.31,1
you,491.04,491.19,1,0.15,1
would,491.19,491.33,1,0.14,1
want,491.33,491.57,1,0.24,1
to,491.57,491.7,1,0.13,1
be,491.7,492.21,1,0.51,1
%HESITATION,492.37,492.76,1,0.39,1
above,492.79,493.16,1,0.37,1
all,493.16,493.38,1,0.22,1
other,493.38,493.62,1,0.24,1
things,493.62,494.17,1,0.55,1
%HESITATION,495.22,495.51,0,0.29,1
yes,496.76,497.25,0,0.49,1
I,497.25,497.3,0,0.05,1
mean,497.3,497.44,0,0.14,1
I,497.6,497.87,0,0.27,1
I,497.9,498.06,0,0.16,1
worry,498.06,498.85,0,0.79,1
I,498.92,499.04,0,0.12,1
worry,499.04,499.51,0,0.47,1
because,499.51,500.19,0,0.68,1
I,500.52,500.64,0,0.12,1
mean,500.64,500.83,0,0.19,1
I,500.83,500.89,0,0.06,1
deny,500.89,501.59,0,0.7,1
that,501.83,502.16,0,0.33,1
you,502.58,502.72,0,0.14,1
know,502.72,502.88,0,0.16,1
I,502.88,502.97,0,0.09,1
can,502.97,503.17,0,0.2,1
move,503.17,503.42,0,0.25,1
around,503.42,503.82,0,0.4,1
an,503.82,503.91,0,0.09,1
empty,503.91,504.13,0,0.22,1
saying,504.13,504.41,0,0.28,1
okay,504.41,504.77,0,0.36,1
at,504.77,504.87,0,0.1,1
the,504.87,504.94,0,0.07,1
moment,504.94,505.49,0,0.55,1
and,505.49,505.79,0,0.3,1
things,505.85,506.24,0,0.39,1
that,506.24,506.51,0,0.27,1
I,507.36,507.67,0,0.31,1
do,507.67,507.94,0,0.27,1
know,507.94,508.25,0,0.31,1
that,508.25,508.56,0,0.31,1
%HESITATION,509.11,509.62,0,0.51,1
you,510.24,510.43,0,0.19,1
know,510.43,510.61,0,0.18,1
I,510.61,510.72,0,0.11,1
I've,510.72,510.93,0,0.21,1
got,510.93,511.21,0,0.28,1
status,511.21,512.14,0,0.93,1
%HESITATION,512.32,512.73,0,0.41,1
I,512.73,512.81,0,0.08,1
didn't,512.81,513.14,0,0.33,1
have,513.14,513.28,0,0.14,1
the,513.28,513.58,0,0.3,1
toilet,514.06,514.57,0,0.51,1
downstairs,514.57,515.43,0,0.86,1
%HESITATION,516.63,517.07,0,0.44,1
I,517.7,517.85,0,0.15,1
haven't,517.85,518.09,0,0.24,1
left,518.09,518.31,0,0.22,1
the,518.31,518.52,0,0.21,1
left,518.64,518.99,0,0.35,1
the,518.99,519.09,0,0.1,1
gas,519.09,519.45,0,0.36,1
on,519.45,519.69,0,0.24,1
how,519.69,519.81,0,0.12,1
are,519.81,519.9,0,0.09,1
you,519.9,520.07,0,0.17,1
saying,520.07,520.34,0,0.27,1
that,520.65,520.89,0,0.24,1
you,520.99,521.16,0,0.17,1
know,521.16,521.36,0,0.2,1
I,521.36,521.45,0,0.09,1
do,521.45,521.67,0,0.22,1
know,521.67,521.95,0,0.28,1
that,521.95,522.21,0,0.26,1
that,523.74,523.92,0,0.18,1
off,523.92,524.17,0,0.25,1
things,524.17,524.7,0,0.53,1
I,524.88,525.19,0,0.31,1
you,526.1,526.2,0,0.1,1
know,526.2,526.32,0,0.12,1
because,526.42,526.75,0,0.33,1
I,526.75,527.06,0,0.31,1
know,527.11,527.39,0,0.28,1
about,527.51,527.8,0,0.29,1
to,527.8,527.9,0,0.1,1
mention,527.9,528.4,0,0.5,1
that,529.14,529.27,0,0.13,1
it,529.27,529.47,0,0.2,1
can,531.15,531.26,0,0.11,1
you,531.26,531.37,0,0.11,1
coming,531.37,531.65,0,0.28,1
out,531.65,531.87,0,0.22,1
yeah,533.11,533.59,0,0.48,1
please,534.56,534.99,0,0.43,1
yeah,536.26,536.46,0,0.2,1
two,540.13,540.35,0,0.22,1
%HESITATION,541.63,541.95,1,0.32,1
yeah,542.5,543.1,1,0.6,1
and,543.57,544.1,1,0.53,1
%HESITATION,544.13,544.75,1,0.62,1
the,545.07,545.21,1,0.14,1
conversation,545.21,545.91,1,0.7,1
we're,545.91,546.01,1,0.1,1
having,546.01,546.33,1,0.32,1
now,546.33,546.54,1,0.21,1
is,546.54,546.72,1,0.18,1
this,546.72,547.14,1,0.42,1
is,547.47,547.64,1,0.17,1
fading,547.64,548.1,1,0.46,1
quiets,548.1,548.77,1,0.67,1
%HESITATION,548.77,549.26,1,0.49,1
stressful,549.29,550.02,1,0.73,1
no,551.83,552.03,0,0.2,1
it's,552.03,552.23,0,0.2,1
okay,552.23,552.65,0,0.42,1
it's,552.65,552.92,0,0.27,1
it's,552.97,553.17,0,0.2,1
good,553.73,553.91,0,0.18,1
to,553.91,553.97,0,0.06,1
see,553.97,554.21,0,0.24,1
you,554.21,554.34,0,0.13,1
%HESITATION,554.34,554.64,0,0.3,1
it's,556.4,556.57,0,0.17,1
good,556.57,556.77,0,0.2,1
to,556.77,556.9,0,0.13,1
speak,556.9,557.27,0,0.37,1
to,557.52,557.72,0,0.2,1
you,557.72,558.05,0,0.33,1
yeah,558.54,559.12,1,0.58,1
remember,559.95,560.33,0,0.38,1
your,560.33,560.54,0,0.21,1
names,560.54,561.02,0,0.48,1
%HESITATION,561.02,561.46,0,0.44,1
don't,562.34,562.53,1,0.19,1
worry,562.53,562.82,1,0.29,1
don't,562.82,563.01,1,0.19,1
worry,563.01,563.21,1,0.2,1
I,563.21,563.3,1,0.09,1
often,563.3,563.66,1,0.36,1
forget,563.66,563.97,1,0.31,1
my,563.97,564.12,1,0.15,1
name,564.32,564.62,1,0.3,1
so,564.62,564.87,1,0.25,1
I,564.87,564.91,1,0.04,1
wouldn't,564.91,565.19,1,0.28,1
worry,565.19,565.42,1,0.23,1
about,565.42,565.73,1,0.31,1
%HESITATION,566.88,567.53,1,0.65,1
I,567.79,567.96,1,0.17,1
tell,567.96,568.2,1,0.24,1
you,568.2,568.35,1,0.15,1
that,568.35,568.49,1,0.14,1
%HESITATION,568.49,568.68,1,0.19,1
what,568.75,569.06,1,0.31,1
is,569.06,569.21,1,0.15,1
important,569.21,569.86,1,0.65,1
about,569.86,570.21,1,0.35,1
you,570.21,570.43,1,0.22,1
mentioned,570.43,571.03,1,0.6,1
you,571.03,571.17,1,0.14,1
said,571.17,571.37,1,0.2,1
this,571.37,571.53,1,0.16,1
a,571.53,571.59,1,0.06,1
couple,571.59,571.9,1,0.31,1
times,571.9,572.32,1,0.42,1
now,572.32,572.72,1,0.4,1
%HESITATION,573.18,573.55,1,0.37,1
about,573.58,573.94,1,0.36,1
not,573.94,574.11,1,0.17,1
remembering,574.11,574.72,1,0.61,1
things,574.75,575.37,1,0.62,1
mmhm,575.51,575.86,0,0.35,1
is,576.14,576.39,1,0.25,1
sets,576.39,576.97,1,0.58,1
%HESITATION,576.97,577.42,1,0.45,1
set,577.86,578.14,1,0.28,1
me,578.14,578.29,1,0.15,1
when,578.29,578.45,1,0.16,1
it,578.45,578.58,1,0.13,1
comes,578.58,578.94,1,0.36,1
to,578.94,579.12,1,0.18,1
the,579.12,579.31,1,0.19,1
sorts,579.38,579.82,1,0.44,1
of,579.82,579.92,1,0.1,1
conversations,579.92,580.79,1,0.87,1
about,580.79,581.1,1,0.31,1
health,581.1,581.67,1,0.57,1
%HESITATION,582.26,582.73,1,0.47,1
the,582.84,583.11,1,0.27,1
that,583.11,583.34,1,0.23,1
you,583.34,583.56,1,0.22,1
have,583.56,583.96,1,0.4,1
with,583.96,584.22,1,0.26,1
with,585.03,585.15,1,0.12,1
doctors,585.15,585.6,1,0.45,1
nurses,585.6,586.47,1,0.87,1
%HESITATION,586.79,587.05,0,0.26,1
quite,587.27,587.57,1,0.3,1
important,587.57,588.09,1,0.52,1
to,588.09,588.23,1,0.14,1
have,588.23,588.52,1,0.29,1
somebody,588.52,588.92,1,0.4,1
else,588.92,589.28,1,0.36,1
that,589.31,589.89,1,0.58,1
%HESITATION,590.45,590.88,1,0.43,1
so,590.91,591.13,1,0.22,1
they,591.13,591.26,1,0.13,1
can,591.26,591.43,1,0.17,1
do,591.43,591.58,1,0.15,1
the,591.58,591.72,1,0.14,1
room,591.72,591.86,1,0.14,1
number,591.86,592.18,1,0.32,1
in,592.18,592.3,1,0.12,1
for,592.3,592.65,1,0.35,1
you,592.65,593.02,1,0.37,1
%HESITATION,593.59,594.17,1,0.58,1
and,595.35,595.65,1,0.3,1
so,595.65,595.88,1,0.23,1
I'm,595.88,596.06,1,0.18,1
wondering,596.06,596.81,1,0.75,1
%HESITATION,596.89,597.39,1,0.5,1
maybe,598.41,598.74,1,0.33,1
if,598.74,598.91,1,0.17,1
we,598.91,599.21,1,0.3,1
have,599.27,599.49,1,0.22,1
another,599.49,599.77,1,0.28,1
conversation,599.77,600.32,1,0.55,1
on,600.32,600.4,1,0.08,1
the,600.4,600.5,1,0.1,1
phone,600.5,600.93,1,0.43,1
%HESITATION,600.93,601.25,1,0.32,1
if,601.6,601.84,1,0.24,1
you,601.84,602.01,1,0.17,1
prefer,602.01,602.44,1,0.43,1
visit,602.44,603.21,1,0.77,1
%HESITATION,603.56,604.14,1,0.58,1
we,604.21,604.44,1,0.23,1
could,604.44,604.94,1,0.5,1
%HESITATION,605.01,605.37,1,0.36,1
meet,605.4,605.7,1,0.3,1
up,605.7,605.92,1,0.22,1
either,605.92,606.18,1,0.26,1
with,606.18,606.42,1,0.24,1
%HESITATION,606.52,606.93,1,0.41,1
Jenny,607.34,607.72,1,0.38,1
%HESITATION,607.72,607.84,1,0.12,1
sister,607.84,608.43,1,0.59,1
role,608.43,608.55,1,0.12,1
%HESITATION,608.55,608.85,1,0.3,1
J.,608.85,609.27,1,0.42,1
E.,609.27,609.3,1,0.03,1
N.,609.3,609.52,1,0.22,1
and,609.93,610.2,1,0.27,1
you,610.2,610.53,1,0.33,1
said,610.53,610.83,1,0.3,1
that,610.83,611.04,1,0.21,1
they,611.14,611.36,1,0.22,1
couldn't,611.36,611.72,1,0.36,1
remember,611.72,612.12,1,0.4,1
things,612.12,612.43,1,0.31,1
for,612.43,612.75,1,0.32,1
you,612.75,613.05,1,0.3,1
and,613.7,613.88,1,0.18,1
they,613.88,613.99,1,0.11,1
can,613.99,614.25,1,0.26,1
kind,614.25,614.5,1,0.25,1
of,614.5,614.61,1,0.11,1
help,614.61,614.94,1,0.33,1
you,614.94,615.16,1,0.22,1
with,615.16,615.53,1,0.37,1
%HESITATION,615.53,615.85,1,0.32,1
getting,616.2,616.51,1,0.31,1
a,616.51,616.6,1,0.09,1
sense,616.6,617.07,1,0.47,1
of,617.07,617.37,1,0.3,1
of,617.93,618.08,1,0.15,1
control,618.08,618.58,1,0.5,1
back,618.58,619.05,1,0.47,1
would,619.36,619.48,1,0.12,1
that,619.48,619.75,1,0.27,1
would,619.79,619.95,1,0.16,1
that,619.95,620.11,1,0.16,1
be,620.11,620.22,1,0.11,1
a,620.22,620.29,1,0.07,1
good,620.29,620.49,1,0.2,1
thing,620.49,620.7,1,0.21,1
to,620.7,620.91,1,0.21,1
consider,620.91,621.55,1,0.64,1
yes,621.74,622.19,0,0.45,1
I,623,623.15,0,0.15,1
would,623.15,623.34,0,0.19,1
you,623.34,623.52,0,0.18,1
like,623.52,623.98,0,0.46,1
yeah,624.79,624.97,1,0.18,1
so,626.55,627.04,1,0.49,1
%HESITATION,627.07,627.63,1,0.56,1
I,628.14,628.61,1,0.47,1
I,629.06,629.19,1,0.13,1
mean,629.19,629.46,1,0.27,1
we,629.49,629.89,1,0.4,1
we,629.93,630.23,1,0.3,1
could,630.23,630.45,1,0.22,1
have,630.45,630.63,1,0.18,1
lots,630.63,630.98,1,0.35,1
of,630.98,631.16,1,0.18,1
talks,631.6,632.12,1,0.52,1
about,632.12,632.63,1,0.51,1
the,633.32,633.49,1,0.17,1
future,633.49,634.04,1,0.55,1
run,634.04,634.23,1,0.19,1
illnesses,634.23,635.19,1,0.96,1
%HESITATION,635.19,635.54,1,0.35,1
that,636.12,636.33,1,0.21,1
kind,636.33,636.58,1,0.25,1
of,636.58,636.67,1,0.09,1
stuff,636.67,637.2,1,0.53,1
but,637.2,637.46,1,0.26,1
it,637.89,638.11,1,0.22,1
strikes,638.11,638.6,1,0.49,1
me,638.6,638.98,1,0.38,1
that,638.98,639.17,1,0.19,1
it's,639.17,639.55,1,0.38,1
may,639.75,640.15,1,0.4,1
be,640.15,640.6,1,0.45,1
we've,641.62,642.04,1,0.42,1
done,642.04,642.25,1,0.21,1
as,642.25,642.37,1,0.12,1
much,642.37,642.64,1,0.27,1
as,642.64,642.74,1,0.1,1
we,642.74,642.88,1,0.14,1
need,642.88,643.12,1,0.24,1
to,643.12,643.29,1,0.17,1
stay,643.29,644.09,1,0.8,1
%HESITATION,644.52,645.2,1,0.68,1
and,645.72,646.24,1,0.52,1
that's,646.28,646.83,1,0.55,1
if,647.64,647.84,1,0.2,1
you've,647.84,648.01,1,0.17,1
got,648.01,648.2,1,0.19,1
anything,648.2,648.91,1,0.71,1
to,649.3,649.5,1,0.2,1
ask,649.5,649.85,1,0.35,1
me,649.85,650.08,1,0.23,1
you,650.08,650.21,1,0.13,1
could,650.21,650.37,1,0.16,1
%HESITATION,650.37,650.57,1,0.2,1
set,650.57,650.86,1,0.29,1
now,650.86,651.48,1,0.62,1
we,652.29,652.65,0,0.36,1
could,652.76,653.03,1,0.27,1
maybe,653.09,653.77,1,0.68,1
write,654.23,654.61,1,0.38,1
those,654.61,654.93,1,0.32,1
down,654.93,655.2,1,0.27,1
on,655.2,655.33,1,0.13,1
a,655.33,655.39,1,0.06,1
piece,655.39,655.7,1,0.31,1
of,655.7,655.83,1,0.13,1
paper,655.83,656.28,1,0.45,1
%HESITATION,656.28,656.51,1,0.23,1
%HESITATION,657.32,657.92,1,0.6,1
and,658.04,658.71,1,0.67,1
%HESITATION,659.16,659.61,1,0.45,1
we,659.61,659.86,1,0.25,1
can,659.86,660.07,1,0.21,1
talk,660.07,660.36,1,0.29,1
about,660.36,660.65,1,0.29,1
%HESITATION,660.65,660.92,1,0.27,1
on,660.97,661.16,1,0.19,1
another,661.16,661.57,1,0.41,1
occasion,661.57,662.28,1,0.71,1
%HESITATION,663.13,663.66,1,0.53,1
but,664.47,664.79,1,0.32,1
I,664.79,664.89,1,0.1,1
guess,664.89,665.17,1,0.28,1
the,665.17,665.29,1,0.12,1
thing,665.29,665.58,1,0.29,1
that,665.58,665.84,1,0.26,1
that,665.89,666.19,1,0.3,1
we,667.16,667.34,1,0.18,1
need,667.34,667.54,1,0.2,1
to,667.54,667.74,1,0.2,1
consider,667.74,668.44,1,0.7,1
is,668.44,668.83,1,0.39,1
%HESITATION,669.25,669.53,1,0.28,1
find,669.53,669.91,1,0.38,1
a,669.91,669.97,1,0.06,1
time,669.97,670.25,1,0.28,1
that,670.25,670.38,1,0.13,1
works,670.38,670.8,1,0.42,1
for,670.8,670.95,1,0.15,1
you,670.95,671.47,1,0.52,1
%HESITATION,671.95,672.57,1,0.62,1
and,672.74,673.2,1,0.46,1
%HESITATION,673.2,673.64,1,0.44,1
Jenny,673.73,674.12,1,0.39,1
%HESITATION,674.12,674.25,1,0.13,1
J.,674.25,674.7,1,0.45,1
E.,674.7,674.74,1,0.04,1
N.,674.74,674.99,1,0.25,1
and,675.51,675.96,1,0.45,1
so,675.96,676.12,1,0.16,1
I'm,676.12,676.26,1,0.14,1
well,676.26,676.47,1,0.21,1
aware,676.47,676.81,1,0.34,1
that,677.06,677.25,1,0.19,1
it's,677.25,677.68,1,0.43,1
%HESITATION,677.93,678.11,1,0.18,1
that,678.11,678.49,1,0.38,1
might,678.49,678.71,1,0.22,1
be,678.71,678.81,1,0.1,1
difficult,678.81,679.27,1,0.46,1
for,679.27,679.39,1,0.12,1
you,679.39,679.68,1,0.29,1
to,679.68,679.85,1,0.17,1
arrange,679.85,680.61,1,0.76,1
%HESITATION,681.42,682.07,0,0.65,1
would,682.47,682.66,1,0.19,1
that,682.66,682.82,1,0.16,1
be,682.82,682.92,1,0.1,1
something,682.92,683.32,1,0.4,1
you'd,683.32,683.52,1,0.2,1
routes,683.52,683.83,1,0.31,1
%HESITATION,683.83,684.13,1,0.3,1
I,684.33,684.53,1,0.2,1
did,684.53,684.92,1,0.39,1
directly,685.13,685.74,1,0.61,1
with,685.74,685.92,1,0.18,1
them,685.92,686.22,1,0.3,1
%HESITATION,686.22,686.35,1,0.13,1
%HESITATION,686.35,686.63,1,0.28,1
would,686.63,686.84,1,0.21,1
you,686.84,686.98,1,0.14,1
like,686.98,687.2,1,0.22,1
to,687.2,687.34,1,0.14,1
speak,687.34,687.64,1,0.3,1
to,687.64,687.8,1,0.16,1
them,687.8,688.19,1,0.39,1
yes,689.67,689.95,0,0.28,1
%HESITATION,689.95,690.14,0,0.19,1
I,690.14,690.31,0,0.17,1
can,690.31,690.48,0,0.17,1
I,690.51,690.65,0,0.14,1
can,690.65,691.03,0,0.38,1
speak,691.15,691.43,0,0.28,1
to,691.43,691.59,0,0.16,1
my,691.59,691.79,0,0.2,1
