WORD,FROM,TO,SPEAKER,SPOKEN_TIME,LABEL
I,253.81,253.92,1,0.11,0
sue,253.92,254.32,1,0.4,0
or,254.45,254.64,1,0.19,0
I,254.64,254.86,1,0.22,0
yeah,256.09,256.28,1,0.19,0
I'm,256.28,256.51,1,0.23,0
a,256.51,256.63,1,0.12,0
case,256.63,256.92,1,0.29,0
which,257.54,257.68,1,0.14,0
is,257.68,258.06,1,0.38,0
just,258.74,258.98,1,0.24,0
a,258.98,259.01,1,0.03,0
bit,259.01,259.17,1,0.16,0
strange,259.17,259.56,1,0.39,0
given,259.56,259.79,1,0.23,0
our,259.79,259.95,1,0.16,0
goal,259.95,260.27,1,0.32,0
of,260.27,260.35,1,0.08,0
this,260.35,260.6,1,0.25,0
going,260.6,260.83,1,0.23,0
on,260.83,260.95,1,0.12,0
inside,260.95,261.38,1,0.43,0
me,261.38,261.58,1,0.2,0
yeah,261.68,261.9,0,0.22,0
he,262.89,263.05,0,0.16,0
said,263.05,263.24,0,0.19,0
it,263.24,263.4,0,0.16,0
it,263.4,263.59,0,0.19,0
feels,263.59,263.83,0,0.24,0
strange,263.83,264.29,0,0.46,0
being,264.29,264.46,0,0.17,0
told,264.46,264.85,0,0.39,0
off,264.85,265.07,0,0.22,0
hours,265.07,265.45,0,0.38,0
inside,265.45,265.87,0,0.42,0
you,265.87,265.95,0,0.08,0
when,265.95,266.07,0,0.12,0
you,266.07,266.16,0,0.09,0
see,266.16,266.29,0,0.13,0
a,266.29,266.35,0,0.06,0
problem,266.35,266.81,0,0.46,0
yourself,266.81,267.33,0,0.52,0
to,267.33,267.59,0,0.26,0
do,268.77,268.89,0,0.12,0
you,268.89,269.02,0,0.13,0
have,269.02,269.19,0,0.17,0
any,269.19,269.34,0,0.15,0
doubts,269.34,269.72,0,0.38,0
but,269.72,269.9,0,0.18,0
what,269.9,270.03,0,0.13,0
they,270.03,270.1,0,0.07,0
told,270.1,270.53,0,0.43,0
me,270.53,270.59,0,0.06,0
it,270.59,271.04,0,0.45,0
is,271.21,271.83,0,0.62,0
the,271.83,272.14,0,0.31,0
%HESITATION,272.41,272.91,1,0.5,0
no,273,273.26,1,0.26,0
I,273.26,273.39,1,0.13,0
you,273.5,273.64,1,0.14,0
know,273.64,273.85,1,0.21,0
I,273.85,273.91,1,0.06,0
don't,273.91,274.17,1,0.26,0
like,274.33,274.61,1,0.28,0
guns,274.89,275.26,1,0.37,0
also,275.26,275.63,1,0.37,0
no,275.63,276.07,1,0.44,0
no,276.23,276.36,1,0.13,0
big,276.36,276.58,1,0.22,0
fun,276.58,276.82,1,0.24,0
as,276.82,277.04,1,0.22,0
%HESITATION,277.85,278.44,1,0.59,0
find,278.79,279.21,1,0.42,0
that,279.21,279.38,1,0.17,0
these,279.38,279.59,1,0.21,0
things,279.59,279.88,1,0.29,0
but,279.88,280.17,1,0.29,0
I,280.79,280.88,1,0.09,0
trust,280.88,281.23,1,0.35,0
the,281.23,281.31,1,0.08,0
doctors,281.31,281.72,1,0.41,0
in,281.72,281.85,1,0.13,0
terms,281.85,282.17,1,0.32,0
of,282.17,282.25,1,0.08,0
what,282.25,282.41,1,0.16,0
it,282.41,282.5,1,0.09,0
says,282.5,282.89,1,0.39,0
okay,283.3,283.82,0,0.52,0
fine,283.88,284.31,0,0.43,0
%HESITATION,284.86,285.5,0,0.64,0
and,286.01,286.15,0,0.14,0
if,286.15,286.24,0,0.09,0
you,286.24,286.3,0,0.06,0
have,286.3,286.42,0,0.12,0
any,286.42,286.55,0,0.13,0
pain,286.55,286.86,0,0.31,0
anyway,286.86,287.27,0,0.41,0
I,287.27,287.34,0,0.07,0
need,287.34,287.6,0,0.26,0
and,287.63,287.91,0,0.28,0
anyway,288.02,288.35,0,0.33,0
I,288.35,288.4,0,0.05,0
was,288.4,288.78,0,0.38,0
harassing,288.92,289.77,0,0.85,0
%HESITATION,289.89,290.19,1,0.3,0
just,290.19,290.74,1,0.55,0
yeah,290.93,291.16,1,0.23,0
just,291.16,291.42,1,0.26,0
in,291.42,291.49,1,0.07,0
my,291.49,291.65,1,0.16,0
chest,291.82,292.24,1,0.42,0
when,292.24,292.34,1,0.1,0
is,292.34,292.49,1,0.15,0
tight,292.49,292.92,1,0.43,0
but,293.08,293.23,1,0.15,0
it,293.23,293.35,1,0.12,0
yeah,293.38,293.7,0,0.32,0
nothing,294.88,295.14,1,0.26,0
more,295.14,295.32,1,0.18,0
than,295.32,295.43,1,0.11,0
you'd,295.43,295.58,1,0.15,0
expect,295.58,296,1,0.42,0
I,296,296.04,1,0.04,0
suppose,296.04,296.54,1,0.5,0
okay,296.57,296.88,0,0.31,0
so,297.69,297.87,0,0.18,0
from,297.87,298.05,0,0.18,0
what,298.05,298.19,0,0.14,0
you're,298.19,298.29,0,0.1,0
telling,298.29,298.64,0,0.35,0
me,298.64,299.1,0,0.46,0
%HESITATION,299.3,299.85,0,0.55,0
is,299.85,300.06,0,0.21,0
it,300.06,300.18,0,0.12,0
right,300.18,300.44,0,0.26,0
at,300.44,300.59,0,0.15,0
the,300.59,300.66,0,0.07,0
moment,300.66,301.07,0,0.41,0
you,301.07,301.17,0,0.1,0
feeding,301.17,301.59,0,0.42,0
that,301.59,301.77,0,0.18,0
process,301.77,302.4,0,0.63,0
but,302.4,302.59,0,0.19,0
you,302.59,302.88,0,0.29,0
seem,302.88,303.04,0,0.16,0
quite,303.04,303.37,0,0.33,0
well,303.37,303.92,0,0.55,0
not,304.15,304.36,0,0.21,0
feeling,304.36,304.56,0,0.2,0
too,304.56,304.76,0,0.2,0
tired,304.76,305.23,0,0.47,0
no,305.23,305.38,0,0.15,0
pain,305.67,306.02,0,0.35,0
anyway,306.02,306.42,0,0.4,0
is,306.42,306.52,0,0.1,0
that,306.52,306.7,0,0.18,0
right,306.7,307.13,0,0.43,0
the,307.54,307.68,1,0.14,0
mobile,307.68,308.04,1,0.36,0
not,308.04,308.21,1,0.17,0
just,308.21,308.48,1,0.27,0
us,308.48,308.64,1,0.16,0
right,308.64,308.91,1,0.27,0
yeah,308.91,309.15,1,0.24,0
yeah,309.35,309.57,1,0.22,0
accent,309.6,310.06,0,0.46,0
okay,310.06,310.4,0,0.34,0
that's,310.4,310.71,0,0.31,0
good,310.71,311.13,0,0.42,0
so,311.7,312.07,0,0.37,0
%HESITATION,312.41,312.84,0,0.43,0
have,313.52,313.76,0,0.24,0
you,313.76,313.91,0,0.15,0
got,313.91,314.11,0,0.2,0
any,314.14,314.37,0,0.23,0
questions,314.37,315.03,0,0.66,0
about,315.03,315.3,0,0.27,0
what,315.3,315.49,0,0.19,0
might,315.49,315.67,0,0.18,0
happen,315.67,315.93,0,0.26,0
in,315.93,316.02,0,0.09,0
the,316.02,316.1,0,0.08,0
future,316.1,316.62,0,0.52,0
so,316.62,317.08,0,0.46,0
%HESITATION,317.76,318.23,1,0.47,0
well,318.46,318.57,1,0.11,0
I'm,318.57,318.67,1,0.1,0
a,318.67,318.72,1,0.05,0
bit,318.72,318.88,1,0.16,0
worried,318.88,319.1,1,0.22,0
about,319.1,319.43,1,0.33,0
becoming,319.93,320.26,1,0.33,0
pretty,320.26,320.45,1,0.19,0
breathless,320.45,321,1,0.55,0
again,321,321.5,1,0.5,0
or,321.5,321.67,1,0.17,0
if,321.67,321.81,1,0.14,0
there,321.81,321.96,1,0.15,0
are,321.96,322.02,1,0.06,0
any,322.02,322.2,1,0.18,0
other,322.2,322.38,1,0.18,0
symptoms,322.38,322.86,1,0.48,0
that,322.86,323.16,1,0.3,0
no,323.98,324.22,1,0.24,0
expecting,324.48,325.36,1,0.88,0
that,325.51,325.77,1,0.26,0
it,325.85,325.98,1,0.13,0
might,325.98,326.29,1,0.31,0
kind,326.4,326.57,1,0.17,0
of,326.57,326.64,1,0.07,0
creep,326.64,326.9,1,0.26,0
up,326.9,327.04,1,0.14,0
on,327.04,327.12,1,0.08,0
me,327.12,327.25,1,0.13,0
and,327.25,327.41,1,0.16,0
%HESITATION,327.41,327.51,1,0.1,0
yeah,327.51,327.71,1,0.2,0
what,327.71,327.98,1,0.27,0
what,327.98,328.09,1,0.11,0
do,328.09,328.15,1,0.06,0
I,328.15,328.21,1,0.06,0
do,328.21,328.36,1,0.15,0
about,328.36,328.58,1,0.22,0
those,328.58,328.92,1,0.34,0
%HESITATION,328.92,329.22,1,0.3,0
%HESITATION,329.51,329.95,1,0.44,0
he,331.43,331.66,0,0.23,0
happy,331.66,331.94,0,0.28,0
for,331.94,332.05,0,0.11,0
me,332.05,332.15,0,0.1,0
to,332.15,332.31,0,0.16,0
give,332.31,332.45,0,0.14,0
you,332.45,332.53,0,0.08,0
fifty,332.53,332.88,0,0.35,0
check,332.88,333.18,0,0.3,0
out,333.18,333.38,0,0.2,0
what,333.38,333.64,0,0.26,0
what,333.68,333.93,0,0.25,0
to,333.93,334.05,0,0.12,0
expect,334.05,334.56,0,0.51,0
SO,334.56,334.97,0,0.41,0
yeah,335.22,335.53,1,0.31,0
yep,335.74,336,1,0.26,0
and,336.41,336.88,0,0.47,0
so,336.91,337.35,0,0.44,0
you,337.38,337.57,0,0.19,0
may,337.57,337.76,0,0.19,0
well,337.76,338.02,0,0.26,0
find,338.02,338.33,0,0.31,0
every,338.33,338.54,0,0.21,0
time,338.54,338.88,0,0.34,0
that,338.88,338.99,0,0.11,0
you,338.99,339.08,0,0.09,0
do,339.08,339.59,0,0.51,0
feel,339.71,340.12,0,0.41,0
more,340.12,340.34,0,0.22,0
process,340.34,340.96,0,0.62,0
and,341.83,342.31,0,0.48,0
%HESITATION,342.34,342.52,0,0.18,0
there,342.52,342.68,0,0.16,0
are,342.68,342.85,0,0.17,0
things,342.85,343.26,0,0.41,0
we,343.26,343.45,0,0.19,0
can,343.45,343.59,0,0.14,0
do,343.59,343.69,0,0.1,0
is,343.69,343.77,0,0.08,0
try,343.77,343.99,0,0.22,0
to,343.99,344.09,0,0.1,0
help,344.09,344.37,0,0.28,0
with,344.37,344.52,0,0.15,0
that,344.52,344.93,0,0.41,0
actually,345.9,346.36,0,0.46,0
sometimes,346.36,346.88,0,0.52,0
just,346.88,347.06,0,0.18,0
because,347.06,347.22,0,0.16,0
he's,347.22,347.57,0,0.35,0
and,347.57,347.92,0,0.35,0
breeding,347.99,348.37,0,0.38,0
techniques,348.37,348.97,0,0.6,0
which,348.97,349.15,0,0.18,0
cannot,349.15,349.39,0,0.24,0
she,349.39,349.5,0,0.11,0
helped,349.5,349.9,0,0.4,0
with,349.9,350.02,0,0.12,0
she's,350.02,350.52,0,0.5,0
the,350.79,350.89,0,0.1,0
feeling,350.89,351.38,0,0.49,0
of,351.38,351.48,0,0.1,0
being,351.48,351.7,0,0.22,0
breathless,351.7,352.62,0,0.92,0
the,352.99,353.09,0,0.1,0
doctor,353.09,353.68,0,0.59,0
also,353.68,354.07,0,0.39,0
%HESITATION,354.07,354.33,0,0.26,0
medications,354.67,355.98,0,1.31,0
medicines,356.01,356.54,0,0.53,0
we,356.54,356.63,0,0.09,0
can,356.63,356.76,0,0.13,0
give,356.76,356.94,0,0.18,0
you,356.94,357.03,0,0.09,0
to,357.03,357.2,0,0.17,0
help,357.2,357.49,0,0.29,0
with,357.49,357.66,0,0.17,0
%HESITATION,357.66,357.93,0,0.27,0
when,358.52,358.82,0,0.3,0
you,358.82,358.93,0,0.11,0
and,358.93,359.1,0,0.17,0
how,359.1,359.22,0,0.12,0
specials,359.22,359.95,0,0.73,0
anything,359.95,360.23,0,0.28,0
in,360.23,360.33,0,0.1,0
particular,360.33,360.87,0,0.54,0
make,360.87,361.13,0,0.26,0
you,361.13,361.22,0,0.09,0
feel,361.22,361.48,0,0.26,0
best,361.48,361.77,0,0.29,0
with,361.77,361.88,0,0.11,0
the,361.88,361.95,0,0.07,0
press,361.95,362.38,0,0.43,0
the,362.38,362.63,0,0.25,0
%HESITATION,363.44,363.98,1,0.54,0
what,364.22,364.53,1,0.31,0
I,364.53,364.59,1,0.06,0
was,364.59,364.81,1,0.22,0
really,364.81,365.06,1,0.25,0
struggling,365.06,365.54,1,0.48,0
to,365.54,365.68,1,0.14,0
free,365.75,366.2,1,0.45,0
so,366.2,366.34,1,0.14,0
I,366.34,366.38,1,0.04,0
think,366.38,366.79,1,0.41,0
I,366.99,367.12,1,0.13,0
had,367.12,367.3,1,0.18,0
a,367.3,367.51,1,0.21,0
you,367.8,367.89,1,0.09,0
know,367.89,367.97,1,0.08,0
some,367.97,368.19,1,0.22,0
sort,368.19,368.37,1,0.18,0
of,368.37,368.46,1,0.09,0
inhaler,368.46,369.13,1,0.67,0
and,369.13,369.47,1,0.34,0
maybe,369.63,370.03,1,0.4,0
some,370.03,370.24,1,0.21,0
oxygen,370.24,370.68,1,0.44,0
as,370.68,370.81,1,0.13,0
well,370.81,371.18,1,0.37,0
just,371.23,371.47,0,0.24,0
that,372.57,372.78,1,0.21,0
seems,372.78,373.06,1,0.28,0
a,373.5,373.55,1,0.05,0
bit,373.55,373.68,1,0.13,0
better,373.68,373.92,1,0.24,0
yeah,374.03,374.29,0,0.26,0
absolutely,374.29,374.86,0,0.57,0
and,374.86,375.1,0,0.24,0
and,375.39,375.61,0,0.22,0
I,375.61,375.64,0,0.03,0
think,375.64,375.85,0,0.21,0
sometimes,375.85,376.17,0,0.32,0
people,376.17,376.41,0,0.24,0
say,376.41,376.55,0,0.14,0
you,376.55,376.69,0,0.14,0
can,376.69,376.82,0,0.13,0
only,376.82,377.08,0,0.26,0
have,377.08,377.36,0,0.28,0
someone,377.62,378.11,0,0.49,0
in,378.11,378.31,0,0.2,0
hospital,378.31,378.82,0,0.51,0
that,378.82,379.11,0,0.29,0
she,379.11,379.42,0,0.31,0
works,379.82,380.04,0,0.22,0
in,380.04,380.13,0,0.09,0
assuming,380.13,380.47,0,0.34,0
that,380.47,380.58,0,0.11,0
we,380.58,380.75,0,0.17,0
kind,380.75,381.12,0,0.37,0
of,381.12,381.24,0,0.12,0
age,381.24,381.54,0,0.3,0
at,381.54,381.64,0,0.1,0
home,381.64,382.02,0,0.38,0
if,382.11,382.3,0,0.19,0
it's,382.3,382.5,0,0.2,0
needed,382.5,382.99,0,0.49,0
right,383.03,383.35,0,0.32,0
now,383.35,383.94,0,0.59,0
what,383.98,384.39,0,0.41,0
the,384.39,384.47,0,0.08,0
host,384.47,384.77,0,0.3,0
of,384.77,384.84,0,0.07,0
the,384.84,384.93,0,0.09,0
fads,384.93,385.73,0,0.8,0
option,386.13,386.6,0,0.47,0
will,386.6,386.76,0,0.16,0
be,386.76,386.86,0,0.1,0
helpful,386.86,387.23,0,0.37,0
for,387.23,387.43,0,0.2,0
you,387.43,387.7,0,0.27,0
but,387.7,387.92,0,0.22,0
if,387.95,388.2,0,0.25,0
there's,388.2,388.41,0,0.21,0
a,388.41,388.46,0,0.05,0
time,388.46,389.02,0,0.56,0
you,389.17,389.38,0,0.21,0
breathing,389.38,389.76,0,0.38,0
as,389.76,389.97,0,0.21,0
was,389.97,390.61,0,0.64,0
on,391.14,391.35,0,0.21,0
decelerating,391.35,391.98,0,0.63,0
very,391.98,392.21,0,0.23,0
process,392.21,392.81,0,0.6,0
we,392.81,392.98,0,0.17,0
find,392.98,393.27,0,0.29,0
you,393.27,393.36,0,0.09,0
oxen,393.36,393.73,0,0.37,0
of,393.73,393.86,0,0.13,0
was,393.86,394.02,0,0.16,0
Augustine,394.02,394.55,0,0.53,0
knows,394.55,395,0,0.45,0
the,395.18,395.28,0,0.1,0
nice,395.28,395.64,0,0.36,0
in,395.64,395.73,0,0.09,0
who,395.73,395.89,0,0.16,0
we,395.89,396.03,0,0.14,0
can,396.03,396.2,0,0.17,0
source,396.2,396.44,0,0.24,0
house,396.44,396.73,0,0.29,0
at,396.73,396.85,0,0.12,0
home,396.85,397.07,0,0.22,0
if,397.07,397.28,0,0.21,0
if,397.28,397.52,0,0.24,0
that,397.52,397.74,0,0.22,0
was,397.74,397.91,0,0.17,0
needed,397.91,398.6,0,0.69,0
and,399.13,399.87,0,0.74,0
it,400.14,400.44,0,0.3,0
is,400.92,401.06,0,0.14,0
that,401.06,401.28,0,0.22,0
she,401.28,401.49,0,0.21,0
all,401.62,401.89,0,0.27,0
full,401.89,402.15,0,0.26,0
of,402.15,402.28,0,0.13,0
things,402.28,402.98,0,0.7,0
that,403.02,403.37,0,0.35,0
we,403.4,403.53,0,0.13,0
kind,403.53,403.9,0,0.37,0
of,403.9,404.03,0,0.13,0
range,404.03,404.55,0,0.52,0
at,404.58,404.79,0,0.21,0
home,404.79,405.12,0,0.33,0
if,405.12,405.3,0,0.18,0
need,405.3,405.49,0,0.19,0
to,405.49,405.58,0,0.09,0
and,405.58,405.78,0,0.2,0
%HESITATION,405.78,405.84,0,0.06,0
we,405.84,405.99,0,0.15,0
hate,405.99,406.22,0,0.23,0
hospitals,406.22,407.08,0,0.86,0
and,407.08,407.22,0,0.14,0
you've,407.22,407.35,0,0.13,0
already,407.35,407.57,0,0.22,0
said,407.57,407.89,0,0.32,0
that,407.89,408.11,0,0.22,0
and,408.65,409.1,0,0.45,0
do,410.01,410.16,0,0.15,0
you,410.16,410.22,0,0.06,0
mind,410.22,410.41,0,0.19,0
me,410.41,410.48,0,0.07,0
asking,410.48,411.06,0,0.58,0
if,411.09,411.42,0,0.33,0
you,411.42,411.5,0,0.08,0
got,411.5,411.66,0,0.16,0
any,411.66,411.8,0,0.14,0
thoughts,411.8,412.34,0,0.54,0
about,412.34,412.89,0,0.55,0
in,413.64,413.95,0,0.31,0
the,413.95,414.06,0,0.11,0
future,414.06,414.69,0,0.63,0
if,414.69,414.88,0,0.19,0
you,414.88,414.98,0,0.1,0
would,414.98,415.1,0,0.12,0
feel,415.1,415.4,0,0.3,0
more,415.4,415.72,0,0.32,0
well,415.72,415.94,0,0.22,0
again,415.94,416.35,0,0.41,0
would,416.38,416.58,0,0.2,0
would,416.67,416.91,0,0.24,0
you,416.91,417.13,0,0.22,0
want,417.13,417.42,0,0.29,0
to,417.42,417.49,0,0.07,0
think,417.49,417.76,0,0.27,0
about,417.76,418.05,0,0.29,0
go,418.05,418.17,0,0.12,0
about,418.17,418.45,0,0.28,0
hospitals,418.45,419.28,0,0.83,0
she,419.28,419.39,0,0.11,0
said,419.39,419.83,0,0.44,0
to,419.83,419.93,0,0.1,0
be,419.93,420.06,0,0.13,0
a,420.06,420.15,0,0.09,0
ho,420.15,420.4,0,0.25,0
nine,420.4,420.91,0,0.51,0
really,421.95,422.24,1,0.29,0
rather,422.57,422.88,1,0.31,0
stay,422.88,423.11,1,0.23,0
at,423.11,423.21,1,0.1,0
home,423.21,423.59,1,0.38,0
I'm,423.68,423.81,1,0.13,0
not,423.81,424.02,1,0.21,0
yeah,424.32,424.54,1,0.22,0
I'm,424.64,424.73,1,0.09,0
not,424.73,424.93,1,0.2,0
fun,424.93,425.15,1,0.22,0
to,425.15,425.29,1,0.14,0
get,425.29,425.46,1,0.17,0
into,425.46,425.76,1,0.3,0
school,425.76,426.03,1,0.27,0
yeah,426.13,426.43,0,0.3,0
yeah,426.54,426.75,0,0.21,0
yeah,426.75,427.13,0,0.38,0
so,427.62,428.11,0,0.49,0
really,428.14,428.49,0,0.35,0
ideally,428.49,429.03,0,0.54,0
would,429.03,429.27,0,0.24,0
time,429.27,429.5,0,0.23,0
time,429.5,429.82,0,0.32,0
few,429.82,430.03,0,0.21,0
treatments,430.03,430.5,0,0.47,0
behind,430.5,431.09,0,0.59,0
this,431.09,431.23,0,0.14,0
out,431.23,431.4,0,0.17,0
right,431.4,431.79,0,0.39,0
if,432.02,432.23,1,0.21,0
possible,432.23,432.71,1,0.48,0
you,432.71,432.82,1,0.11,0
have,432.82,432.95,1,0.13,0
a,432.95,433.11,1,0.16,0
good,433.69,433.96,1,0.27,0
Paxson,434.11,434.75,0,0.64,0
yes,434.79,435.09,0,0.3,0
but,435.43,435.54,0,0.11,0
that's,435.54,435.74,0,0.2,0
not,435.74,436,0,0.26,0
from,436,436.19,0,0.19,0
the,436.19,436.26,0,0.07,0
telephony,436.26,436.9,0,0.64,0
we,436.9,437.01,0,0.11,0
can,437.01,437.16,0,0.15,0
support,437.16,437.61,0,0.45,0
you,437.61,437.72,0,0.11,0
with,437.72,438.15,0,0.43,0
and,438.63,439.4,0,0.77,0
and,440.17,440.76,0,0.59,0
have,441.31,441.6,0,0.29,0
you,441.6,441.89,0,0.29,0
%HESITATION,441.89,442.42,0,0.53,0
it's,443.23,443.44,0,0.21,0
one,443.44,443.61,0,0.17,0
thing,443.61,443.78,0,0.17,0
about,443.78,444.02,0,0.24,0
that,444.02,444.18,0,0.16,0
that,444.18,444.29,0,0.11,0
would,444.29,444.45,0,0.16,0
work,444.45,444.64,0,0.19,0
for,444.64,444.7,0,0.06,0
you,444.7,445,0,0.3,0
it's,445,445.2,0,0.2,0
out,445.2,445.38,0,0.18,0
from,445.38,445.56,0,0.18,0
us,445.56,445.79,0,0.23,0
and,445.79,445.91,0,0.12,0
then,445.91,446.01,0,0.1,0
we,446.01,446.14,0,0.13,0
can,446.14,446.55,0,0.41,0
welcome,446.73,447.39,0,0.66,0
%HESITATION,447.42,447.99,1,0.57,0
well,448.22,448.36,1,0.14,0
I,448.36,448.42,1,0.06,0
suppose,448.42,448.84,1,0.42,0
if,448.84,449.18,1,0.34,0
%HESITATION,449.18,449.6,1,0.42,0
you,450,450.12,1,0.12,0
know,450.12,450.24,1,0.12,0
if,450.24,450.39,1,0.15,0
it's,450.39,450.54,1,0.15,0
in,450.54,450.62,1,0.08,0
the,450.62,450.69,1,0.07,0
middle,450.69,450.88,1,0.19,0
of,450.88,450.94,1,0.06,0
the,450.94,451.02,1,0.08,0
night,451.02,451.29,1,0.27,0
what,451.29,451.43,1,0.14,0
happens,451.43,452.02,1,0.59,0
then,452.22,452.53,1,0.31,0
yeah,452.57,452.73,1,0.16,0
I,452.73,452.79,1,0.06,0
do,452.79,452.99,1,0.2,0
too,452.99,453.25,1,0.26,0
just,453.25,453.53,1,0.28,0
cool,453.53,453.76,1,0.23,0
for,453.76,453.92,1,0.16,0
non,453.92,454.06,1,0.14,0
violence,454.06,454.45,1,0.39,0
and,454.45,454.64,1,0.19,0
just,454.64,454.89,1,0.25,0
do,455.18,455.54,1,0.36,0
what,455.54,455.71,1,0.17,0
we,455.71,455.81,1,0.1,0
did,455.81,455.96,1,0.15,0
last,455.96,456.25,1,0.29,0
time,456.25,456.52,1,0.27,0
%HESITATION,456.52,456.73,1,0.21,0
can,457.12,457.31,1,0.19,0
I,457.31,457.38,1,0.07,0
still,457.38,457.67,1,0.29,0
stay,457.67,457.92,1,0.25,0
%HESITATION,457.92,458.05,1,0.13,0
and,458.05,458.19,1,0.14,0
then,458.19,458.45,1,0.26,0
yeah,458.49,458.75,0,0.26,0
that's,458.78,459.15,0,0.37,0
a,459.15,459.25,0,0.1,0
really,459.25,459.52,0,0.27,0
good,459.52,459.67,0,0.15,0
question,459.67,460.17,0,0.5,0
so,460.17,460.45,0,0.28,0
that's,460.72,460.96,0,0.24,0
how,460.96,461.08,0,0.12,0
many,461.08,461.24,0,0.16,0
how,461.24,461.43,0,0.19,0
many,461.48,461.69,0,0.21,0
polling,461.69,462.34,0,0.65,0
you,462.37,463,0,0.63,0
so,463,463.2,0,0.2,0
nothing,463.2,463.53,0,0.33,0
cold,463.53,463.85,0,0.32,0
sample,463.85,464.28,0,0.43,0
and,464.28,464.59,0,0.31,0
and,465.02,465.29,0,0.27,0
of,465.29,465.38,0,0.09,0
course,465.38,465.62,0,0.24,0
this,465.62,465.78,0,0.16,0
is,465.78,465.99,0,0.21,0
Jane,465.99,466.23,0,0.24,0
hospice,466.23,466.7,0,0.47,0
so,466.7,467.05,0,0.35,0
would,467.78,468.07,0,0.29,0
you,468.07,468.19,0,0.12,0
want,468.19,468.42,0,0.23,0
not,468.42,468.64,0,0.22,0
happen,468.64,469.01,0,0.37,0
again,469.01,469.31,0,0.3,0
if,469.31,469.44,0,0.13,0
you,469.44,469.52,0,0.08,0
thought,469.52,469.74,0,0.22,0
process,469.74,470.19,0,0.45,0
would,470.19,470.3,0,0.11,0
you,470.3,470.38,0,0.08,0
want,470.38,470.66,0,0.28,0
to,470.66,470.75,0,0.09,0
go,470.75,470.86,0,0.11,0
into,470.86,471.06,0,0.2,0
hospital,471.06,471.69,0,0.63,0
to,471.69,471.82,0,0.13,0
back,471.82,472.04,0,0.22,0
into,472.04,472.17,0,0.13,0
submission,472.17,472.8,0,0.63,0
so,472.8,473.19,0,0.39,0
you,473.37,473.56,0,0.19,0
said,473.56,473.77,0,0.21,0
earlier,473.77,474,0,0.23,0
about,474,474.22,0,0.22,0
trying,474.22,474.42,0,0.2,0
to,474.42,474.48,0,0.06,0
avoid,474.48,474.72,0,0.24,0
hospital,474.72,475.34,0,0.62,0
she,475.61,475.81,0,0.2,0
works,475.81,476.23,0,0.42,0
on,476.23,476.31,0,0.08,0
the,476.31,476.39,0,0.08,0
plans,476.39,476.89,0,0.5,0
trying,476.89,477.26,0,0.37,0
to,477.26,477.32,0,0.06,0
avoid,477.32,477.62,0,0.3,0
hospitals,477.62,478.4,0,0.78,0
if,478.4,478.53,0,0.13,0
I,478.53,478.59,0,0.06,0
can,478.59,478.72,0,0.13,0
avoid,478.72,479.01,0,0.29,0
other,479.82,480.04,1,0.22,0
voice,480.04,480.36,1,0.32,0
okay,480.83,481.36,0,0.53,0
fine,481.43,481.79,0,0.36,0
so,482.07,482.45,0,0.38,0
okay,482.81,483.03,0,0.22,0
see,483.03,483.26,0,0.23,0
this,483.26,483.48,0,0.22,0
is,483.48,483.6,0,0.12,0
S.,483.6,483.79,0,0.19,0
R.,483.79,483.95,0,0.16,0
C.,483.95,484.24,0,0.29,0
nieces,484.24,484.69,0,0.45,0
he's,484.69,484.84,0,0.15,0
been,484.84,484.98,0,0.14,0
in,484.98,485.09,0,0.11,0
hospital,485.09,485.57,0,0.48,0
and,485.57,485.81,0,0.24,0
been,485.84,486,0,0.16,0
given,486,486.23,0,0.23,0
this,486.23,486.36,0,0.13,0
diagnosis,486.36,487.06,0,0.7,0
but,487.06,487.39,0,0.33,0
as,487.69,487.88,0,0.19,0
the,487.88,487.97,0,0.09,0
next,487.97,488.24,0,0.27,0
few,488.24,488.38,0,0.14,0
days,488.38,488.67,0,0.29,0
you,488.67,488.77,0,0.1,0
can,488.77,488.89,0,0.12,0
maybe,488.89,489.39,0,0.5,0
come,489.52,489.66,0,0.14,0
up,489.66,489.8,0,0.14,0
with,489.8,489.91,0,0.11,0
a,489.91,489.95,0,0.04,0
bit,489.95,490.07,0,0.12,0
of,490.07,490.16,0,0.09,0
a,490.16,490.23,0,0.07,0
plans,490.23,490.81,0,0.58,0
you,490.81,491.01,0,0.2,0
have,491.01,491.22,0,0.21,0
in,491.22,491.3,0,0.08,0
the,491.3,491.37,0,0.07,0
house,491.37,491.93,0,0.56,0
I'm,492.5,492.64,0,0.14,0
not,492.64,492.86,0,0.22,0
part,492.86,493.08,0,0.22,0
of,493.08,493.15,0,0.07,0
the,493.15,493.23,0,0.08,0
account,493.23,493.6,0,0.37,0
for,493.6,493.72,0,0.12,0
you,493.72,494.2,0,0.48,0
so,494.2,494.41,0,0.21,0
you,494.41,494.68,0,0.27,0
know,494.68,494.85,0,0.17,0
what,494.85,495.05,0,0.2,0
to,495.05,495.16,0,0.11,0
do,495.16,495.27,0,0.11,0
if,495.27,495.42,0,0.15,0
you,495.42,495.51,0,0.09,0
did,495.51,495.78,0,0.27,0
get,495.78,495.96,0,0.18,0
process,495.96,496.38,0,0.42,0
again,496.38,496.72,0,0.34,0
but,496.72,496.85,0,0.13,0
also,496.85,497.13,0,0.28,0
plans,497.13,497.62,0,0.49,0
that,497.62,497.88,0,0.26,0
